RUBRO_KEY;SUB_RUBRO_AGRUPADO;RUBRO_AGRUPADO;Columna1;Columna2;Columna3;AGRUPADO_NUEVO;AGRUPACION IC
199;ARTICULOS/ACCESORIOS PROFESIONALES;OTROS;ARTICULOS/ACCESORIOS PROFESIONALES;OTROS;1;OTROS;OTROS
200;ARTICULOS/ACCESORIOS PROFESIONALES;OTROS;ARTICULOS/ACCESORIOS PROFESIONALES;OTROS;1;OTROS;OTROS
201;ARTICULOS/ACCESORIOS PROFESIONALES;OTROS;ARTICULOS/ACCESORIOS PROFESIONALES;OTROS;1;OTROS;OTROS
202;ARTICULOS/ACCESORIOS PROFESIONALES;OTROS;ARTICULOS/ACCESORIOS PROFESIONALES;OTROS;1;OTROS;SALUD
203;ARTICULOS/ACCESORIOS PROFESIONALES;OTROS;ARTICULOS/ACCESORIOS PROFESIONALES;OTROS;1;OTROS;BELLEZA
204;ENTES GUBERNAM/P.DE AHORRO PREVIO;OTROS;ENTES GUBERNAM/P.DE AHORRO PREVIO;OTROS;1;OTROS;OTROS
205;ENTES GUBERNAM/P.DE AHORRO PREVIO;OTROS;ENTES GUBERNAM/P.DE AHORRO PREVIO;OTROS;1;OTROS;OTROS
206;ENTES GUBERNAM/P.DE AHORRO PREVIO;OTROS;ENTES GUBERNAM/P.DE AHORRO PREVIO;OTROS;1;OTROS;OTROS
207;ENTES GUBERNAM/P.DE AHORRO PREVIO;OTROS;ENTES GUBERNAM/P.DE AHORRO PREVIO;OTROS;1;OTROS;OTROS
208;FARMACIAS Y OPTICAS;OTROS;FARMACIAS Y OPTICAS;OTROS;1;OTROS;FARMACIA Y ÓPTICA
209;FARMACIAS Y OPTICAS;OTROS;FARMACIAS Y OPTICAS;OTROS;1;OTROS;FARMACIA Y ÓPTICA
210;FARMACIAS Y OPTICAS;OTROS;FARMACIAS Y OPTICAS;OTROS;1;OTROS;FARMACIA Y ÓPTICA
211;FARMACIAS Y OPTICAS;OTROS;FARMACIAS Y OPTICAS;OTROS;1;OTROS;SALUD
212;FARMACIAS Y OPTICAS;OTROS;FARMACIAS Y OPTICAS;OTROS;1;OTROS;OTROS
213;FARMACIAS Y OPTICAS;OTROS;FARMACIAS Y OPTICAS;OTROS;1;OTROS;FARMACIA Y ÓPTICA
214;COMESTIBLES;GASTRONOMIA;COMESTIBLES;GASTRONOMIA;1;GASTRONOMIA;GASTRONOMIA
215;SUPERMERCADOS;SUPERMERCADOS;SUPERMERCADOS;SUPERMERCADOS;1;SUPERMERCADOS;SUPERMERCADOS
216;HIPERMERCADOS;SUPERMERCADOS;HIPERMERCADOS;SUPERMERCADOS;1;SUPERMERCADOS;SUPERMERCADOS
217;SUPERMERCADOS;SUPERMERCADOS;SUPERMERCADOS;SUPERMERCADOS;1;SUPERMERCADOS;SUPERMERCADOS
218;SUPERMERCADOS;SUPERMERCADOS;SUPERMERCADOS;SUPERMERCADOS;1;SUPERMERCADOS;SUPERMERCADOS
219;COMESTIBLES;GASTRONOMIA;COMESTIBLES;GASTRONOMIA;1;GASTRONOMIA;GASTRONOMIA
220;COMESTIBLES;GASTRONOMIA;COMESTIBLES;GASTRONOMIA;1;GASTRONOMIA;GASTRONOMIA
221;CONFITERIAS - WHISKERIAS;GASTRONOMIA;CONFITERIAS - WHISKERIAS;GASTRONOMIA;1;GASTRONOMIA;GASTRONOMIA
222;COMESTIBLES;GASTRONOMIA;COMESTIBLES;GASTRONOMIA;1;GASTRONOMIA;GASTRONOMIA
223;COMESTIBLES;GASTRONOMIA;COMESTIBLES;GASTRONOMIA;1;GASTRONOMIA;GASTRONOMIA
224;COMESTIBLES;GASTRONOMIA;COMESTIBLES;GASTRONOMIA;1;GASTRONOMIA;GASTRONOMIA
225;COMESTIBLES;GASTRONOMIA;COMESTIBLES;GASTRONOMIA;1;GASTRONOMIA;GASTRONOMIA
226;SUPERMERCADOS;SUPERMERCADOS;SUPERMERCADOS;SUPERMERCADOS;1;SUPERMERCADOS;SUPERMERCADOS
227;COMIDAS PREPARADAS;GASTRONOMIA;COMIDAS PREPARADAS;GASTRONOMIA;1;GASTRONOMIA;GASTRONOMIA
228;COMIDAS PREPARADAS;GASTRONOMIA;COMIDAS PREPARADAS;GASTRONOMIA;1;GASTRONOMIA;GASTRONOMIA
229;COMIDAS PREPARADAS;GASTRONOMIA;COMIDAS PREPARADAS;GASTRONOMIA;1;GASTRONOMIA;GASTRONOMIA
230;COMIDAS PREPARADAS;GASTRONOMIA;COMIDAS PREPARADAS;GASTRONOMIA;1;GASTRONOMIA;GASTRONOMIA
231;COMIDAS PREPARADAS;GASTRONOMIA;COMIDAS PREPARADAS;GASTRONOMIA;1;GASTRONOMIA;GASTRONOMIA
232;COMIDAS PREPARADAS;GASTRONOMIA;COMIDAS PREPARADAS;GASTRONOMIA;1;GASTRONOMIA;GASTRONOMIA
233;COMIDAS PREPARADAS;GASTRONOMIA;COMIDAS PREPARADAS;GASTRONOMIA;1;GASTRONOMIA;GASTRONOMIA
234;COMIDAS PREPARADAS;GASTRONOMIA;COMIDAS PREPARADAS;GASTRONOMIA;1;GASTRONOMIA;GASTRONOMIA
235;PAGO DE SERVICIOS;PAGO_DE_SERVICIOS;PAGO DE SERVICIOS;PAGO_DE_SERVICIOS;1;HOGAR;HOGAR
236;TV E INTERNET;PAGO_DE_SERVICIOS;TV E INTERNET;PAGO_DE_SERVICIOS;1;HOGAR;HOGAR
237;OBRAS SOCIALES;PAGO_DE_SERVICIOS;OBRAS SOCIALES;PAGO_DE_SERVICIOS;1;OTROS;SALUD
238;SEGUROS;PAGO_DE_SERVICIOS;SEGUROS;PAGO_DE_SERVICIOS;1;HOGAR;HOGAR
239;PAGO DE SERVICIOS;PAGO_DE_SERVICIOS;PAGO DE SERVICIOS;PAGO_DE_SERVICIOS;1;OTROS;EDUCACION
240;PAGO DE SERVICIOS;PAGO_DE_SERVICIOS;PAGO DE SERVICIOS;PAGO_DE_SERVICIOS;1;OTROS;OTROS
241;PAGO DE SERVICIOS;PAGO_DE_SERVICIOS;PAGO DE SERVICIOS;PAGO_DE_SERVICIOS;1;OTROS;OTROS
242;IMPUESTOS;PAGO_DE_SERVICIOS;IMPUESTOS;PAGO_DE_SERVICIOS;1;HOGAR;HOGAR
243;TELEFONIA;PAGO_DE_SERVICIOS;TELEFONIA;PAGO_DE_SERVICIOS;1;HOGAR;HOGAR
244;OTROS;PAGO_DE_SERVICIOS;OTROS;PAGO_DE_SERVICIOS;1;OTROS;OTROS
245;OTROS;PAGO_DE_SERVICIOS;OTROS;PAGO_DE_SERVICIOS;1;TURISMO;TURISMO
246;OTROS;PAGO_DE_SERVICIOS;OTROS;PAGO_DE_SERVICIOS;1;OTROS;OTROS
247;PAGO DE SERVICIOS;PAGO_DE_SERVICIOS;PAGO DE SERVICIOS;PAGO_DE_SERVICIOS;1;OTROS;OTROS
248;OTROS;PAGO_DE_SERVICIOS;OTROS;PAGO_DE_SERVICIOS;1;OTROS;OTROS
249;COLEGIOS Y CLUBES;PAGO_DE_SERVICIOS;COLEGIOS Y CLUBES;PAGO_DE_SERVICIOS;1;OTROS;ENTRETENIMIENTO Y RECREACION
250;OBRAS SOCIALES;PAGO_DE_SERVICIOS;OBRAS SOCIALES;PAGO_DE_SERVICIOS;1;OTROS;SALUD
251;AUTOMOVIL;PAGO_DE_SERVICIOS;AUTOMOVIL;PAGO_DE_SERVICIOS;1;AUTOMOVIL;AUTOMOVIL
252;EXPENSAS;PAGO_DE_SERVICIOS;EXPENSAS;PAGO_DE_SERVICIOS;1;HOGAR;HOGAR
253;PAGO DE SERVICIOS;PAGO_DE_SERVICIOS;PAGO DE SERVICIOS;PAGO_DE_SERVICIOS;1;HOGAR;HOGAR
254;COLEGIOS Y CLUBES;PAGO_DE_SERVICIOS;COLEGIOS Y CLUBES;PAGO_DE_SERVICIOS;1;OTROS;OTROS
255;PAGO DE SERVICIOS;PAGO_DE_SERVICIOS;PAGO DE SERVICIOS;PAGO_DE_SERVICIOS;1;OTROS;OTROS
256;AUTOMOVIL;PAGO_DE_SERVICIOS;AUTOMOVIL;PAGO_DE_SERVICIOS;1;AUTOMOVIL;AUTOMOVIL
257;TV E INTERNET;PAGO_DE_SERVICIOS;TV E INTERNET;PAGO_DE_SERVICIOS;1;HOGAR;HOGAR
258;PAGO DE SERVICIOS;PAGO_DE_SERVICIOS;PAGO DE SERVICIOS;PAGO_DE_SERVICIOS;1;HOGAR;HOGAR
259;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
260;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;HOGAR;HOGAR
261;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
262;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
263;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
264;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;FARMACIA Y ÓPTICA
265;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
266;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
267;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
268;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
269;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
270;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;HOGAR;HOGAR
271;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
272;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;HOGAR;HOGAR
273;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;HOGAR;HOGAR
274;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;CONSTRUCCIÓN
275;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;HOGAR;HOGAR
276;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;INDUMENTARIA;INDUMENTARIA
277;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
278;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;AUTOMOVIL;AUTOMOVIL
279;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
280;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
281;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
282;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
283;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
284;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
285;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;HOGAR;HOGAR
286;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
287;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;FARMACIA Y ÓPTICA
288;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;FARMACIA Y ÓPTICA
289;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;BELLEZA
290;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;EDUCACION
291;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;LIBRERÍA
292;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;LIBRERÍA
293;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
294;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
295;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;ENTRETENIMIENTO Y RECREACION
296;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;ENTRETENIMIENTO Y RECREACION
297;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
298;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;INDUMENTARIA;INDUMENTARIA
299;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;INDUMENTARIA;INDUMENTARIA
300;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;INDUMENTARIA;INDUMENTARIA
301;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;HOGAR;HOGAR
302;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;TURISMO;TURISMO
303;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;ENTRETENIMIENTO Y RECREACION
304;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;HOGAR;HOGAR
305;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;CONSTRUCCIÓN
306;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
307;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
308;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;HOGAR;HOGAR
309;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
310;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;SALUD
311;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;CONSTRUCCIÓN
312;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
313;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
314;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;ENTRETENIMIENTO Y RECREACION
315;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
316;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
317;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;GASTRONOMIA;GASTRONOMIA
318;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
319;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;INDUMENTARIA;INDUMENTARIA
320;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;TURISMO;TURISMO
321;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;GASTRONOMIA;GASTRONOMIA
322;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;HOGAR;HOGAR
323;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;GASTRONOMIA;GASTRONOMIA
324;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;HOGAR;HOGAR
325;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
326;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
327;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
328;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
329;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
330;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
331;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
332;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;AUTOMOVIL;AUTOMOVIL
333;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;HOGAR;HOGAR
334;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;SALUD
335;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;TURISMO;TURISMO
336;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;TURISMO;TURISMO
337;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;ENTRETENIMIENTO Y RECREACION
338;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;TELEMARKETING - SOLICITUD INDIRECTA;VENTA_TELEFONICA;1;OTROS;CONSTRUCCIÓN
339;SOLICITUD DIRECTA;VENTA_TELEFONICA;SOLICITUD DIRECTA;VENTA_TELEFONICA;1;GASTRONOMIA;GASTRONOMIA
340;SOLICITUD DIRECTA;VENTA_TELEFONICA;SOLICITUD DIRECTA;VENTA_TELEFONICA;1;AUTOMOVIL;AUTOMOVIL
341;SOLICITUD DIRECTA;VENTA_TELEFONICA;SOLICITUD DIRECTA;VENTA_TELEFONICA;1;AUTOMOVIL;AUTOMOVIL
342;SOLICITUD DIRECTA;VENTA_TELEFONICA;SOLICITUD DIRECTA;VENTA_TELEFONICA;1;HOGAR;HOGAR
343;SOLICITUD DIRECTA;VENTA_TELEFONICA;SOLICITUD DIRECTA;VENTA_TELEFONICA;1;OTROS;FARMACIA Y ÓPTICA
344;SOLICITUD DIRECTA;VENTA_TELEFONICA;SOLICITUD DIRECTA;VENTA_TELEFONICA;1;OTROS;OTROS
345;SOLICITUD DIRECTA;VENTA_TELEFONICA;SOLICITUD DIRECTA;VENTA_TELEFONICA;1;TURISMO;TURISMO
346;SOLICITUD DIRECTA;VENTA_TELEFONICA;SOLICITUD DIRECTA;VENTA_TELEFONICA;1;HOGAR;HOGAR
347;SUSCRIPCIONES;OTROS;SUSCRIPCIONES;OTROS;1;OTROS;OTROS
348;SUSCRIPCIONES;OTROS;SUSCRIPCIONES;OTROS;1;OTROS;OTROS
349;SUSCRIPCIONES;OTROS;SUSCRIPCIONES;OTROS;1;OTROS;LIBRERÍA
350;SUSCRIPCIONES;OTROS;SUSCRIPCIONES;OTROS;1;OTROS;LIBRERÍA
351;SUSCRIPCIONES;OTROS;SUSCRIPCIONES;OTROS;1;OTROS;LIBRERÍA
352;SUSCRIPCIONES;OTROS;SUSCRIPCIONES;OTROS;1;OTROS;OTROS
353;BIENES Y SERVICIOS DIVERSOS;OTROS;BIENES Y SERVICIOS DIVERSOS;OTROS;1;OTROS;OTROS
354;BIENES Y SERVICIOS DIVERSOS;OTROS;BIENES Y SERVICIOS DIVERSOS;OTROS;1;OTROS;OTROS
355;SERV. CONTRATADOS;HOGAR;SERV. CONTRATADOS;HOGAR;1;HOGAR;HOGAR
356;OTROS;OTROS;OTROS;OTROS;1;OTROS;OTROS
357;BIENES Y SERVICIOS DIVERSOS;OTROS;BIENES Y SERVICIOS DIVERSOS;OTROS;1;OTROS;OTROS
358;SERV. CONTRATADOS;HOGAR;SERV. CONTRATADOS;HOGAR;1;HOGAR;HOGAR
359;ARTICULOS;HOGAR;ARTICULOS;HOGAR;1;HOGAR;HOGAR
360;SERV. CONTRATADOS;HOGAR;SERV. CONTRATADOS;HOGAR;1;HOGAR;HOGAR
361;SERV. CONTRATADOS;HOGAR;SERV. CONTRATADOS;HOGAR;1;HOGAR;HOGAR
362;SERV. CONTRATADOS;HOGAR;SERV. CONTRATADOS;HOGAR;1;HOGAR;HOGAR
363;SERV. CONTRATADOS;HOGAR;SERV. CONTRATADOS;HOGAR;1;HOGAR;HOGAR
364;BIENES Y SERVICIOS DIVERSOS;OTROS;BIENES Y SERVICIOS DIVERSOS;OTROS;1;OTROS;OTROS
365;BIENES Y SERVICIOS DIVERSOS;OTROS;BIENES Y SERVICIOS DIVERSOS;OTROS;1;OTROS;OTROS
366;BIENES Y SERVICIOS DIVERSOS;OTROS;BIENES Y SERVICIOS DIVERSOS;OTROS;1;OTROS;OTROS
367;BIENES Y SERVICIOS DIVERSOS;OTROS;BIENES Y SERVICIOS DIVERSOS;OTROS;1;OTROS;OTROS
368;TRANSPORTE AEREO;TURISMO;TRANSPORTE AEREO;TURISMO;1;TURISMO;TURISMO
369;TRANSPORTE AEREO;TURISMO;TRANSPORTE AEREO;TURISMO;1;TURISMO;TURISMO
370;TRANSPORTE AEREO;TURISMO;TRANSPORTE AEREO;TURISMO;1;TURISMO;TURISMO
371;TRANSPORTE AEREO;TURISMO;TRANSPORTE AEREO;TURISMO;1;TURISMO;TURISMO
372;TRANSPORTE AEREO;TURISMO;TRANSPORTE AEREO;TURISMO;1;TURISMO;TURISMO
373;TRANSPORTE AEREO;TURISMO;TRANSPORTE AEREO;TURISMO;1;TURISMO;TURISMO
374;TRANSPORTE AEREO;TURISMO;TRANSPORTE AEREO;TURISMO;1;TURISMO;TURISMO
375;TRANSPORTE AEREO;TURISMO;TRANSPORTE AEREO;TURISMO;1;TURISMO;TURISMO
376;TRANSPORTE AEREO;TURISMO;TRANSPORTE AEREO;TURISMO;1;TURISMO;TURISMO
377;TRANSPORTE AEREO;TURISMO;TRANSPORTE AEREO;TURISMO;1;TURISMO;TURISMO
378;TRANSPORTE AEREO;TURISMO;TRANSPORTE AEREO;TURISMO;1;TURISMO;TURISMO
379;TRANSPORTE AEREO;TURISMO;TRANSPORTE AEREO;TURISMO;1;TURISMO;TURISMO
